A00009-SII  |ARMANANTA EKA PUTRA, PT                                     ||2009.00119            |2020-09-30|LE MINERALE                   |TIRTA FRESHINDO JAYA, PT                                    |1350002
B00243-SII  |BAGAS MULTI CEMERLANG, PT                                   ||2101.00014            |2021-01-18|KEMENTERIAN KORDINATOR BIDANG |KEMENTERIAN KOORDINATOR BIDANG PEREKONIMIAN RI              |30000001
C00001-SII  |CAHAYA KRISTAL MEDIA INDONESIA                              ||1112.00080            |2011-12-31|LPSK                          ||1700000
C00002-BTI  |CAKRAWALA ANDALAS TELEVISI, PT                              ||1801.00117            |2018-01-31|SUZUKI CORPORATE              |SUZUKI INDOMOBIL SALES, PT                                  |36826577
C00002-BTI  |CAKRAWALA ANDALAS TELEVISI, PT                              ||1801.00118            |2018-01-31|SUZUKI CORPORATE              |SUZUKI INDOMOBIL SALES, PT                                  |123187501
C00002-BTI  |CAKRAWALA ANDALAS TELEVISI, PT                              ||1801.00119            |2018-01-31|SUZUKI CORPORATE              |SUZUKI INDOMOBIL SALES, PT                                  |10639742
C00002-BTI  |CAKRAWALA ANDALAS TELEVISI, PT                              ||1801.00120            |2018-01-31|SUZUKI CORPORATE              |SUZUKI INDOMOBIL SALES, PT                                  |28372646
C00002-BTI  |CAKRAWALA ANDALAS TELEVISI, PT                              ||1801.00121            |2018-01-31|SUZUKI CORPORATE              |SUZUKI INDOMOBIL SALES, PT                                  |71967431
C00002-BTI  |CAKRAWALA ANDALAS TELEVISI, PT                              ||1801.00122            |2018-01-31|SUZUKI CORPORATE              |SUZUKI INDOMOBIL SALES, PT                                  |58351969
C00002-BTI  |CAKRAWALA ANDALAS TELEVISI, PT                              ||1801.00197            |2018-01-31|PERSATUAN RENANG SELURUH INDON|PERSATUAN RENANG SELURUH INDONESIA                          |196363635
C00002-BTI  |CAKRAWALA ANDALAS TELEVISI, PT                              ||1802.00113            |2018-02-28|SUZUKI CORPORATE              |SUZUKI INDOMOBIL SALES, PT                                  |36826577
C00002-BTI  |CAKRAWALA ANDALAS TELEVISI, PT                              ||1802.00114            |2018-02-28|SUZUKI CORPORATE              |SUZUKI INDOMOBIL SALES, PT                                  |77802626
C00002-BTI  |CAKRAWALA ANDALAS TELEVISI, PT                              ||1802.00115            |2018-02-28|SUZUKI CORPORATE              |SUZUKI INDOMOBIL SALES, PT                                  |32677095
C00002-BTI  |CAKRAWALA ANDALAS TELEVISI, PT                              ||1802.00116            |2018-02-28|SUZUKI CORPORATE              |SUZUKI INDOMOBIL SALES, PT                                  |64835521
C00002-BTI  |CAKRAWALA ANDALAS TELEVISI, PT                              ||1802.00117            |2018-02-28|SUZUKI CORPORATE              |SUZUKI INDOMOBIL SALES, PT                                  |45384872
C00002-BTI  |CAKRAWALA ANDALAS TELEVISI, PT                              ||1802.00118            |2018-02-28|SUZUKI CORPORATE              |SUZUKI INDOMOBIL SALES, PT                                  |28372646
C00002-BTI  |CAKRAWALA ANDALAS TELEVISI, PT                              ||1802.00119            |2018-02-28|SUZUKI CORPORATE              |SUZUKI INDOMOBIL SALES, PT                                  |31919226
C00002-BTI  |CAKRAWALA ANDALAS TELEVISI, PT                              ||1802.00120            |2018-02-28|SUZUKI CORPORATE              |SUZUKI INDOMOBIL SALES, PT                                  |117037162
C00002-BTI  |CAKRAWALA ANDALAS TELEVISI, PT                              ||1802.00121            |2018-02-28|SUZUKI CORPORATE              |SUZUKI INDOMOBIL SALES, PT                                  |63838433
C00002-BTI  |CAKRAWALA ANDALAS TELEVISI, PT                              ||1802.00122            |2018-02-28|SUZUKI CORPORATE              |SUZUKI INDOMOBIL SALES, PT                                  |28372646
C00002-BTI  |CAKRAWALA ANDALAS TELEVISI, PT                              ||1803.00171            |2018-03-31|SUZUKI CORPORATE              |SUZUKI INDOMOBIL SALES, PT                                  |63838433
C00002-BTI  |CAKRAWALA ANDALAS TELEVISI, PT                              ||1803.00172            |2018-03-31|SUZUKI CORPORATE              |SUZUKI INDOMOBIL SALES, PT                                  |117037162
C00002-BTI  |CAKRAWALA ANDALAS TELEVISI, PT                              ||1803.00173            |2018-03-31|SUZUKI CORPORATE              |SUZUKI INDOMOBIL SALES, PT                                  |31919226
C00002-BTI  |CAKRAWALA ANDALAS TELEVISI, PT                              ||1803.00174            |2018-03-31|SUZUKI CORPORATE              |SUZUKI INDOMOBIL SALES, PT                                  |28372646
C00002-BTI  |CAKRAWALA ANDALAS TELEVISI, PT                              ||1803.00322            |2018-03-31|SUZUKI CORPORATE              |SUZUKI INDOMOBIL SALES, PT                                  |30355991
C00002-BTI  |CAKRAWALA ANDALAS TELEVISI, PT                              ||1803.00323            |2018-03-31|SUZUKI CORPORATE              |SUZUKI INDOMOBIL SALES, PT                                  |36826577
C00002-BTI  |CAKRAWALA ANDALAS TELEVISI, PT                              ||1803.00324            |2018-03-31|SUZUKI CORPORATE              |SUZUKI INDOMOBIL SALES, PT                                  |71319073
C00002-BTI  |CAKRAWALA ANDALAS TELEVISI, PT                              ||1806.00057            |2018-06-26|PROMO ANTV                    |CAKRAWALA ANDALAS TELEVISI, PT                              |1044000
C00004-BTI  |CANTIK PROMOSINDO, PT                                       ||001.0040191-07        |2007-01-31|CANTIK PROMOSINDO             ||33000000
C00005-BTI  |CATURKARDA DEPO BANGUNAN, PT                                ||0911.00372            |2009-11-30|DEPO BANGUNAN                 ||10640203
C00005-BTI  |CATURKARDA DEPO BANGUNAN, PT                                ||0911.00373            |2009-11-30|DEPO BANGUNAN                 ||58520000
C00009-BLI  |CIPTA CITRA GEMILANG,  PT                                   ||08.004.0256-07        |2007-08-31|AUDISI                        ||27500000
C00010-BTI  |CIPTA COMM                                                  ||009.0040528-06        |2006-09-30|PKB                           ||66000000
C00010-BTI  |CIPTA COMM                                                  ||009.0040531-06        |2006-09-30|SMS                           ||10010000
C00012-BTI  |COLUMBIA CASH & CREDIT                                      ||010.004.0150-07       |2007-10-31|||52800000
C00012-BTI  |COLUMBIA CASH & CREDIT                                      ||09.004.0207 -07       |2007-09-30|||35200000
C00014-BTI  |COMMUNICATION CREATIVE HEAD QU                              ||012.004.0198-07       |2007-12-31|||22000000
C00014-SII  |COMMUNICATION CREATIVE HEAD QU                              ||002.0040314 -06       |2007-04-30|SLIMMING TEA                  ||8571498
C00014-SII  |COMMUNICATION CREATIVE HEAD QU                              ||008.0040451 -06       |2007-04-30|KENANGA                       ||20571540
C00014-SII  |COMMUNICATION CREATIVE HEAD QU                              ||008.0040452 -06       |2007-04-30|KENANGA                       ||4354295
C00029-BLI  |CINDERAMATA AFTA BERSAUDARA, PT                             ||1208.00204            |2012-08-31|MPR                           |MPR                                                         |81000000
C00029-BLI  |CINDERAMATA AFTA BERSAUDARA, PT                             ||1208.00205            |2012-08-31|MPR                           |MPR                                                         |85000000
C00029-BLI  |CINDERAMATA AFTA BERSAUDARA, PT                             ||1208.00382            |2012-08-31|MPR                           |MPR                                                         |85000000
C00029-SII  |CINDERAMATA AFTA BERSAUDARA, PT                             ||1209.00288            |2012-09-30|KOMISI INFORMASI PUSAT ( KIP )|KOMISI INFORMASI PUSAT                                      |30000000
C00035-SII  |CIPTA ADIMEDIA NUSANTARA, PT                                ||1610.00059            |2016-10-27|OB HERBAL                     |DELTOMED LABORATORIES.PT                                    |51481481
C00035-SII  |CIPTA ADIMEDIA NUSANTARA, PT                                ||1610.00060            |2016-10-27|OB HERBAL                     |DELTOMED LABORATORIES.PT                                    |117923512
C00035-SII  |CIPTA ADIMEDIA NUSANTARA, PT                                ||1702.00220            |2017-02-28|OB HERBAL                     |DELTOMED LABORATORIES.PT                                    |206724544
C00035-SSI  |CIPTA ADIMEDIA NUSANTARA, PT                                ||1609.00256            |2016-09-30|OB HERBAL                     |DELTOMED LABORATORIES.PT                                    |212526582
C00035-SSI  |CIPTA ADIMEDIA NUSANTARA, PT                                ||1610.00061            |2016-10-27|OB HERBAL                     |DELTOMED LABORATORIES.PT                                    |136209613
C00037-SII  |CITRANUSA ADVERTISING                                       ||2102.00118            |2021-02-28|POWER                         |AVIA AVIAN INDUSTRI PIPA. PT                                |5200000
C00082-SII  |CIPTA PRATAMA KREASI, PT                                    ||2101.00025            |2021-01-25|LE MINERALE                   |TIRTA FRESHINDO JAYA, PT                                    |1000000
C00082-SII  |CIPTA PRATAMA KREASI, PT                                    ||2101.00110            |2021-01-31|LE MINERALE                   |TIRTA FRESHINDO JAYA, PT                                    |1000000
C00082-SII  |CIPTA PRATAMA KREASI, PT                                    ||2101.00111            |2021-01-31|MY WELL VIT.C + ZINC          |ULTRA SAKTI, PT                                             |2000000
C00082-SII  |CIPTA PRATAMA KREASI, PT                                    ||2101.00112            |2021-01-31|NIPPON ELASTEX WATERPROOF     |NIPSEA PAINT & CHEMICALS, PT                                |8416000
C00082-SII  |CIPTA PRATAMA KREASI, PT                                    ||2101.00113            |2021-01-31|HOTIN CREAM                   |ULTRA SAKTI, PT                                             |4000000
C00082-SII  |CIPTA PRATAMA KREASI, PT                                    ||2101.00114            |2021-01-31|WELMOVE                       |ULTRA SAKTI, PT                                             |4000000
